EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TAGS_INFRASTRUCTURE
UKR181103,2024-07-12,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Prohres,52.208,32.458,1,Ministry of Defence of Ukraine,Other,"On 12 July 2024, Russian Forces shelled Prohres, Chernihiv, with suspected 152mm artillery, damaging power lines and a cemetery. Casualties unknown.",0,,Energy
UKR166404,2024-07-11,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),Labor Group (Ukraine); Police Forces of Ukraine (2019-) State Emergency Service of Ukraine,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.656,32.618,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 11 July 2024, Russian shelling damaged the houses of local residents and a civilian car in Kherson. Russians conducted a second drone strike during the aftermath of the attack. A rescuer and a specialist of the regional municipal emergency service sustained shrapnel wounds. A press officer of the Kherson Regional State Administration also sustained an acute barotrauma. Later, the State Emergency Service of Ukraine reported that the Russian military had dropped explosives from a drone near the fire truck and damaged it. One of the rescuers sustained a shrapnel hip injury.",0,local administrators,Residential
UKR166301,2024-07-10,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,1,Suspilne Media,National,"On 10 July 2024, Russian forces conducted drone strikes and shelled Nikopol, Dnipropetrovsk. Civilian and energy infrastructure were damaged. A civilian was killed and 5 more wounded.",1,,Energy
UKR166304,2024-07-10,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Rivne,Rivnenskyi,Rivnenska,Rivne,50.623,26.227,3,Novoye Vremya Ukraine,National,"On 10 July 2024, Russian forces conducted a drone strike on an energy infrastructure target in Rivne Oblast (coded to Rivne, Rivne). Casualties unknown.",0,,Energy
UKR166110,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kyivskyi,47.986,37.862,1,DPR Armed Forces Press Service,Other,"On 9 July 2024, Ukrainian military forces shelled DPR's forces in Donetsk - Kyivskyi, Donetsk. The DPR's military intercepted the missiles but their debris damaged residential buildings. Casualties unknown.",0,,Residential
UKR166111,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 9 July 2024, a Ukrainian drone bombed DPR's forces in Donetsk - Petrovskyi, Donetsk, damaging residential buildings. 2 civilians were wounded.",0,,Residential
UKR166112,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service,Other,"On 9 July 2024, a Ukrainian drone bombed DPR's forces and shelled them in Horlivka, Donetsk, damaging powerlines and residential buildings. Casualties unknown.",0,,Energy; Residential
UKR166122,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.656,32.618,1,Suspilne Media,National,"On 9 July 2024, Russian drones and artillery attacked Kherson, Kherson, damaging residential buildings. 3 civilians were wounded.",0,,Residential
UKR166136,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.731,37.582,1,Suspilne Media,National,"On 9 July 2024, Russian military forces shelled Kramatorsk, Donetsk, hitting residential buildings. 3 civilians were wounded.",0,,Residential
UKR166138,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.296,37.27,1,Suspilne Media,National,"On 9 July 2024, Russian military forces shelled Myrnohrad, Donetsk, damaging residential buildings and an industrial facility. There were no casualties.",0,,Residential
UKR166139,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Yampil,48.932,37.943,1,Suspilne Media,National,"On 9 July 2024, Russian military forces shelled Yampil, Donetsk, damaging a residential building. Casualties unknown.",0,,Residential
UKR166141,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Zaporizhia,Zaporizkyi,Vilnianska,Vilniansk,47.944,35.435,1,Suspilne Media,National,"On 9 July 2024, Russian military forces shelled Vilniansk, Zaporizhia, damaging residential buildings. 2 civilians were wounded.",0,,Residential
UKR181095,2024-07-09,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.036,1,Ministry of Defence of Ukraine,Other,"On 9 July 2024, a Russian drone attacked Seredyna-Buda, Sumy, hitting a residential building. Casualties unknown.",0,,Residential
UKR165954,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Sumy,Sumskyi,Vorozhbianska,Vorozhba,51.173,34.219,1,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 8 July 2024, Russian forces launched an FPV drone strike at Vorozhba, Sumy region. 1 civilian was injured, civilian infrastructure and private housing were damaged.",0,,Residential
UKR165978,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),Health Workers (Ukraine),Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Shevchenkivskyi,50.465,30.465,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike with KH-101 missile at Okhmatdyt children's hospital in Kyiv - Shevchenkivskyi, Kyiv region. 2 civilians were killed, 32 civilians were injured. One of the hospital buildings was destroyed, others were damaged. During the missile strike, one residential building was destroyed. 14 civilians were killed, 18 injured. The Lukyanviska metro station lobby, residential buildings, market and shops located nearby were also damaged when other missiles landed. 2 civilians were killed, 3 were injured. Power substations were destroyed in the same district.",18,,Energy; Health; Residential
UKR165980,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Holosiivskyi,50.327,30.568,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kyiv - Holosiivskyi, Kyiv region. Ukrainian forces shot down a missile, but falling debris partially destroyed a residential building, damaged a preschool facility and garages. 22 civilians were injured.",0,,Education; Residential
UKR165981,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Dniprovskyi,50.454,30.598,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kyiv - Dniprovskyi, Kyiv region. Ukrainian forces shot down a missile, but falling debris caused a fire at residential buildings. A medical clinic was damaged. 9 civilians were killed, 5 civilians were injured.",9,,Health; Residential
UKR165982,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Darnytskyi,50.4,30.681,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kyiv - Darnytskyi, Kyiv region. Ukrainian forces shot down a missile, but falling debris damaged a residential building. 1 civilian was injured.",0,,Residential
UKR165983,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Desnianskyi,50.51,30.672,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kyiv - Desnianskyi, Kyiv region. Ukrainian forces shot down a missile, but falling debris started a fire at residential building. Casualties unknown.",0,,Residential
UKR165984,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.459,35.039,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Dnipro, Dnipro region. 12 residential buildings and car service station were damaged. 1 civilian was killed, 18 civilians were injured.",1,,Residential
UKR165985,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Kryvorizkyi,Kryvorizka,Kryvyi Rih,47.909,33.393,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kryvyi Rih, Dnipro region. Residential building and car service station were damaged. 10 civilians were killed, 53 civilians were injured.",10,,Residential
UKR165986,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.731,37.582,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kramatorsk, Donetsk region. Residential building and car service station were damaged. Casualties unknown.",0,,Residential
UKR165987,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.853,37.606,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Slovyansk, Donetsk region. Residential building and car service station were damaged. Casualties unknown.",0,,Residential
UKR165989,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Sviatoshynskyi,50.47,30.338,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kyiv - Sviatoshynskyi, Kyiv region. Private houses and the building of the College of Economics were damaged. 5 civilians were injured.",0,,Education; Residential
UKR165990,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike at Kharkiv, Kharkiv region. Ukrainian forces shot down a missile, but falling debris started a fire at residential building. 2 civilians were injured.",0,,Residential
UKR165992,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Mykolaiv,Voznesenskyi,Voznesenska,Voznesensk,47.585,31.332,3,Suspilne Media,National,"On 8 July 2024, Russian forces launched an air strike in Voznesenskyi district (coded to Voznesensk, Mykolaiv region). Farm and 3 residential buildings were damaged, fire started. 2 civilians were injured.",0,,Residential
UKR165994,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,1,Suspilne Media,National,"On 8 July 2024, Russian forces launched an FPV-drone strike and shelled Nikopol, Dnipropetrovsk region, with artillery. Five private houses, a residential building, power line, private enterprise were damaged. 1 civilian was injured.",0,,Energy; Residential
UKR165995,2024-07-08,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Odnorobivka,50.416,35.862,1,Suspilne Media,National,"On 8 July 2024, Russian forces shelled Odnorobivka, Kharkiv region, with artillery. Residential building and powerlines were damaged. Casualties unknown.",0,,Energy; Residential
